,Path,Title,Modules,Certificate,Level,Hours,Enrolled,Salary,Review,Ratings
274,Free course,Introduction to IT,,,Beginner Friendly,3,"31,399 learners enrolled",,4.4,783 ratings
275,Free course,Learn How to Use ChatGPT,,,Beginner Friendly,1,"85,537 learners enrolled",,4.3,"3,109 ratings"
276,Free course,Learn Intermediate Python 3: Object-Oriented Programming,,,Intermediate,2,"11,695 learners enrolled",,4.5,303 ratings
277,Free course,Learn C#: Introduction,,,Beginner Friendly,5,"14,504 learners enrolled",,4.3,518 ratings
278,Free course,Learn How to Use AI for Coding,,,Beginner Friendly,1,"4,840 learners enrolled",,4.4,95 ratings
279,Free course,Learn Git: Introduction,,,Beginner Friendly,1,"7,366 learners enrolled",,4.6,485 ratings
280,Course,Introduction to Linux,,With Certificate,Intermediate,4,"18,771 learners enrolled",,4.3,331 ratings
281,Free course,Choosing a Programming Language,,,Beginner Friendly,1,"22,609 learners enrolled",,4.6,"1,735 ratings"
282,Free course,Intro to the Command Line,,,Beginner Friendly,1,"6,808 learners enrolled",,4.7,373 ratings
283,Free course,Learn C: Conditionals and Loops,,,Beginner Friendly,2,"6,436 learners enrolled",,4.7,141 ratings
284,Free course,Learn MongoDB,,,Beginner Friendly,5,"13,143 learners enrolled",,4.6,361 ratings
285,Free course,Learn the Basics of Regular Expressions,,,Beginner Friendly,1,"7,059 learners enrolled",,4.7,514 ratings
286,Free course,Learn C: Arrays and Strings,,,Beginner Friendly,2,"6,836 learners enrolled",,4.7,144 ratings
287,Free course,Learn the Command Line: Viewing and Changing the File System,,,Beginner Friendly,1,"3,117 learners enrolled",,4.6,109 ratings
288,Free course,Computer Architecture: Assembly Language,,,Beginner Friendly,1,"6,120 learners enrolled",,4,111 ratings
289,Free course,Discrete Math,,,Intermediate,5,"14,725 learners enrolled",,,
290,Free course,Java for Programmers,,,Intermediate,1,"25,328 learners enrolled",,4.4,182 ratings
291,Free course,Learn C++: Classes and Objects,,,Beginner Friendly,1,"6,480 learners enrolled",,4.4,210 ratings
292,Free course,Learn C: Functions and Structures,,,Beginner Friendly,3,"6,701 learners enrolled",,4.6,93 ratings
293,Course,Learn Advanced Python 3,,With Certificate,Advanced,6,"13,992 learners enrolled",,4.5,248 ratings
294,Free course,Introduction to Linux: Bash Scripting,,,Intermediate,3,"4,802 learners enrolled",,4.5,81 ratings
295,Free course,"Learn C#: Classes, Objects, Interfaces, and Inheritance",,,Beginner Friendly,5,"5,706 learners enrolled",,4.6,147 ratings
296,Free course,Learn C++: References and Pointers,,,Beginner Friendly,1,"4,905 learners enrolled",,4.6,191 ratings
297,Free course,Learn the Basics of Programming with Codecademy,,,Beginner Friendly,1,"3,233 learners enrolled",,,
298,Free course,Learn the Command Line: Redirecting Input and Output,,,Beginner Friendly,1,"2,533 learners enrolled",,4.6,91 ratings
299,Free course,Learn C++: Loops,,,Beginner Friendly,1,"4,439 learners enrolled",,4.5,158 ratings
300,Free course,Learn C#: Lists and LINQ,,,Beginner Friendly,2,"3,094 learners enrolled",,4.6,128 ratings
301,Free course,Learn the Command Line: Configuring the Environment,,,Beginner Friendly,1,"2,353 learners enrolled",,4.6,112 ratings
302,Free course,Learn C++: Functions,,,Beginner Friendly,3,"4,278 learners enrolled",,4.4,90 ratings
303,Free course,Learn C++: Vectors,,,Beginner Friendly,1,"4,384 learners enrolled",,4.6,141 ratings
304,Free course,Learn Intermediate Python 3: Exceptions and Unit Testing,,,Intermediate,4,"2,902 learners enrolled",,4.6,55 ratings
305,Free course,"Learn Intermediate Python 3: Functions, Namespaces, and Scope",,,Intermediate,4,"3,015 learners enrolled",,4.6,76 ratings
306,Free course,Introduction to Blockchain and Crypto,,,Beginner Friendly,1,"10,596 learners enrolled",,4.3,264 ratings
307,Free course,Learn Git: Branching and Collaboration,,,Beginner Friendly,1,"2,335 learners enrolled",,4.7,109 ratings
308,Free course,Rust for Programmers,,,Intermediate,1,"11,987 learners enrolled",,3.9,107 ratings
309,Free course,Introduction to Personal Digital Security,,,Beginner Friendly,1,"4,235 learners enrolled",,4.4,379 ratings
310,Free course,Learn Raspberry Pi,,,Beginner Friendly,2,"10,018 learners enrolled",,4.3,105 ratings
311,Free course,Learn Intermediate Java: JUnit Testing,,,Intermediate,1,"1,752 learners enrolled",,4.6,87 ratings
312,Free course,Machine Learning: Artificial Intelligence Decision Making with Minimax,,,Advanced,2,"3,889 learners enrolled",,4.5,50 ratings
313,Course,Defending Against AI-Generated Attacks,,With Certificate,Beginner Friendly,1,"1,490 learners enrolled",,4.4,56 ratings
314,Free course,Learn Object Oriented Programming with Python & Project-Based Learning,,,Beginner Friendly,1,"5,794 learners enrolled",,4.4,128 ratings
315,Free course,Learn Intermediate Python 3: Iterators and Generators,,,Intermediate,4,"1,703 learners enrolled",,,
316,Free course,Fundamentals of Operating Systems,,,Beginner Friendly,2,"8,425 learners enrolled",,4.3,168 ratings
317,Free course,Learn Advanced Python 3: Functional Programming,,,Advanced,2,"1,827 learners enrolled",,,
318,Free course,Introduction to Linux: Users and Permissions,,,Intermediate,1,"1,157 learners enrolled",,4.6,73 ratings
319,Free course,Learn Emojicode,,,Beginner Friendly,1,"10,998 learners enrolled",,,
320,Free course,Intro to OpenAI API,,,Beginner Friendly,1,"7,398 learners enrolled",,4.2,219 ratings
321,Free course,Learn GitHub: Introduction,,,Beginner Friendly,1,"3,937 learners enrolled",,4.4,157 ratings
322,Free course,Learn Intermediate Java: Generics and Collections,,,Intermediate,3,"1,354 learners enrolled",,,
323,Course,Learn Advanced Java,,With Certificate,Advanced,2,"7,136 learners enrolled",,4.2,76 ratings
324,Course,Learn the Basics of Blockchain with Python,,With Certificate,Beginner Friendly,2,"33,901 learners enrolled",,4.1,158 ratings
325,Free course,Learn C#: Methods,,,Beginner Friendly,3,"2,513 learners enrolled",,4.6,83 ratings
326,Free course,Computer Architecture: Introduction,,,Beginner Friendly,2,"1,647 learners enrolled",,4.1,50 ratings
327,Free course,Learn Java: Debugging,,,Beginner Friendly,1,"1,464 learners enrolled",,4.4,52 ratings
328,Free course,Learn C#: Arrays and Loops,,,Beginner Friendly,3,"3,158 learners enrolled",,4.3,70 ratings
329,Course,Technical Interview Practice with Python,,With Certificate,Intermediate,6,"27,036 learners enrolled",,,
330,Free course,Learn GitHub: Best Practices,,,Beginner Friendly,1,"1,417 learners enrolled",,4.5,65 ratings
331,Free course,Learn Advanced Python 3: Database Operations,,,Advanced,1,"1,481 learners enrolled",,,
332,Free course,Learn Advanced Python 3: Concurrency,,,Advanced,1,"1,323 learners enrolled",,,
333,Free course,Learn Raspberry Pi: Command Line,,,Beginner Friendly,1,"1,175 learners enrolled",,,
334,Course,Learn Recursion with Python,,With Certificate,Intermediate,3,"11,958 learners enrolled",,,
335,Course,Learn Advanced Algorithms and Data Structures with Python,,With Certificate,Advanced,6,"2,862 learners enrolled",,,
336,Free course,Learn Advanced Python 3: Logging,,,Advanced,1,"1,117 learners enrolled",,,
337,Free course,Learn Intermediate Java: Threading,,,Intermediate,1,"1,047 learners enrolled",,,
338,Free course,Learn C#: References,,,Beginner Friendly,2,"1,738 learners enrolled",,,
339,Course,Computer Architecture,,With Certificate,Intermediate,5,"8,212 learners enrolled",,,
340,Free course,Learn Intermediate Python 3: Sets and Specialized Collections,,,Intermediate,5,"1,071 learners enrolled",,,
341,Free course,Introduction to Open Source,,,Beginner Friendly,1,"3,321 learners enrolled",,4.4,148 ratings
342,Free course,Discrete Math: Proofs,,,Beginner Friendly,1,,,,
343,Free course,Computer Architecture: Instruction Set Architecture,,,Beginner Friendly,1,,,,
344,Free course,Discrete Math: Binary and Bases,,,Beginner Friendly,1,,,,
345,Free course,Learn Raspberry Pi: Electronics,,,Beginner Friendly,1,"1,146 learners enrolled",,4.5,60 ratings
346,Free course,Learn Intermediate Java: Input and Output,,,Intermediate,1,,,,
347,Free course,Learn Intermediate Python 3: Resource Management,,,Intermediate,2,,,,
348,Free course,Learn Intermediate Java: Serialization,,,Intermediate,2,,,,
349,Free course,Computer Architecture: Cache Memory,,,Beginner Friendly,1,,,,
350,Free course,Learn Raspberry Pi: Introduction,,,Beginner Friendly,1,"1,305 learners enrolled",,,
351,Free course,Learn Advanced Data Structures with Python: Trees,,,Advanced,1,"1,100 learners enrolled",,,
352,Free course,Discrete Math: Counting Theory,,,Beginner Friendly,1,,,,
353,Free course,Intro to GitHub Copilot,,,Intermediate,1,"2,342 learners enrolled",,4.5,94 ratings
354,Free course,Learn Intermediate Java: Regular Expressions,,,Intermediate,1,,,,
355,Free course,Discrete Math: Sequences and Summations,,,Beginner Friendly,1,,,,
356,Free course,Intro to Midjourney,,,Beginner Friendly,1,"2,085 learners enrolled",,4,105 ratings
357,Free course,Discrete Math: Recurrence Relations,,,Beginner Friendly,1,,,,
358,Free course,Discrete Math: Sets and Set Operations,,,Beginner Friendly,1,,,,
359,Free course,Introduction to Linux: Installation,,,Intermediate,1,"1,173 learners enrolled",,4.4,69 ratings
360,Free course,Operating Systems: Filesystems,,,Beginner Friendly,1,,,,
361,Free course,Discrete Math: Permutations and Combinations,,,Beginner Friendly,1,,,,
362,Free course,Learn Intermediate Java: Nested Classes,,,Intermediate,1,,,,
363,Course,Learn Complex Data Structures,,With Certificate,Intermediate,7,"9,615 learners enrolled",,,
364,Free course,Learn Advanced Algorithms with Python: Hamiltonian Algorithms,,,Advanced,1,,,,
365,Free course,Learn Advanced Data Structures with Python: Deques,,,Advanced,1,,,,
366,Course,How to Implement Search Algorithms with Python,,With Certificate,Intermediate,2,"4,564 learners enrolled",,,
367,Free course,Learn Advanced Algorithms with Python: String Searching Algorithms,,,Advanced,3,,,,
368,Free course,Discrete Math: Congruences,,,Beginner Friendly,1,,,,
369,Free course,Deploying Websites using Git and GitHub,,,Beginner Friendly,1,"1,487 learners enrolled",,4.4,128 ratings
370,Free course,Learn LOLCODE,,,Intermediate,1,,,,
371,Free course,Computer Architecture: Parallel Computing,,,Beginner Friendly,1,,,,
372,Course,Learn Sorting Algorithms with Python,,With Certificate,Intermediate,3,"6,577 learners enrolled",,,
373,Course,Learn Hardware Programming with CircuitPython,,With Certificate,Beginner Friendly,2,"6,840 learners enrolled",,,
374,Free course,Operating Systems: Processes,,,Beginner Friendly,1,,,,
375,Free course,Operating Systems: Process Synchronization and Memory Management,,,Beginner Friendly,1,,,,
376,Free course,Operating Systems: IO Systems,,,Beginner Friendly,1,,,,
377,Free course,Operating Systems: Introduction,,,Beginner Friendly,1,"1,922 learners enrolled",,4.4,162 ratings
378,Free course,Learn the OpenAI API Playground,,,Beginner Friendly,1,"1,384 learners enrolled",,,
379,Skill path,Securing Express Applications,Includes 5 Courses,With Certificate,Intermediate,8,"4,557 learners enrolled",,,
380,Skill path,Fundamentals of Cybersecurity,Includes 5 Courses,With Certificate,Beginner Friendly,3,"15,494 learners enrolled",,,
381,Skill path,Fundamentals of Cyber Resilience and Risk Management,Includes 6 Courses,With Certificate,Beginner Friendly,1,"2,723 learners enrolled",,,
382,Skill path,Cybersecurity Analyst Interview Prep,Includes 8 Courses,With Certificate,Intermediate,2,"2,184 learners enrolled",,,
383,Skill path,Scan Systems with Nmap,Includes 5 Courses,With Certificate,Beginner Friendly,4,"5,356 learners enrolled",,,
384,Free course,Introduction to Cybersecurity,,,Beginner Friendly,3,"145,045 learners enrolled",,4.5,"2,950 ratings"
385,Course,Introduction To Ethical Hacking,,With Certificate,Beginner Friendly,1,"23,676 learners enrolled",,4.5,559 ratings
386,Free course,Introduction to Personal Digital Security,,,Beginner Friendly,1,"4,235 learners enrolled",,4.4,379 ratings
387,Free course,OWASP Top 10: Injection Attacks,,,Intermediate,1,"2,724 learners enrolled",,4.5,52 ratings
388,Free course,User Authentication & Authorization in Express,,,Intermediate,5,"6,831 learners enrolled",,4.4,62 ratings
389,Course,Defending Against AI-Generated Attacks,,With Certificate,Beginner Friendly,1,"1,490 learners enrolled",,4.4,56 ratings
390,Course,Cybersecurity for Business,,With Certificate,Beginner Friendly,1,"2,611 learners enrolled",,4.6,112 ratings
391,Free course,Learn About CSRF Attacks,,,Beginner Friendly,1,"1,179 learners enrolled",,4.3,107 ratings
392,Course,"Defending Node Applications from SQL Injection, XSS, & CSRF Attacks",,With Certificate,Intermediate,2,"2,334 learners enrolled",,,
393,Course,Unit Test Development with Generative AI,,With Certificate,Intermediate,1,,,,
394,Free course,OWASP Top 10: Server Side Request Forgery,,,Intermediate,1,,,,
395,Course,Learn to Prevent Cross-Site Scripting with Node.js,,With Certificate,Intermediate,1,,,,
396,Course,Learn to Prevent SQL Injections with Node.js,,With Certificate,Intermediate,1,"1,068 learners enrolled",,,
397,Free course,OWASP Top 10: Security Misconfiguration,,,Beginner Friendly,1,,,,
398,Free course,OWASP Top 10: Security Logging and Monitoring Failures,,,Beginner Friendly,1,,,,
399,Free course,OWASP Top 10: Broken Access Control,,,Intermediate,1,"1,058 learners enrolled",,,
400,Free course,OWASP Top 10: Identification and Authentication Failures,,,Beginner Friendly,1,,,,
401,Free course,OWASP Top 10: Software and Data Integrity Failures,,,Beginner Friendly,1,,,,
402,Free course,Prompt Engineering: Ethical Hacking & Generative AI Fusion,,,Intermediate,1,,,,
403,Free course,Prompt Engineering: Generative AI for Reconnaissance,,,Intermediate,1,,,,
404,Free course,Prompt Engineering: Generative AI for Scanning & Enumeration,,,Intermediate,1,,,,
405,Free course,Prompt Engineering: Generative AI for System Hacking,,,Intermediate,1,,,,
406,Free course,Prompt Engineering: Generative AI for Malware & Social Engineering,,,Intermediate,1,,,,
407,Free course,Prompt Engineering: GenAI's Impact on Network & Perimeter Ethical Hacking,,,Intermediate,1,,,,
408,Free course,Prompt Engineering: Web Application & Database Hacking in the Age of GenAI,,,Intermediate,2,,,,
409,Free course,Prompt Engineering: Cloud Computing & IoT Hacking in the Era of GenAI,,,Intermediate,2,,,,
410,Free course,Prompt Engineering: Mobile Platform Security in the GenAI Era,,,Intermediate,1,,,,
411,Free course,Prompt Engineering: Covering Tracks with GenAI,,,Intermediate,1,,,,
412,Free course,CompTIA Security+: Architecture & Infrastructure Concepts,,,Beginner Friendly,1,,,,
413,Free course,"CompTIA Security+: Audits, Assessments, & Awareness",,,Beginner Friendly,1,,,,
414,Free course,"CompTIA Security+: Automation, Orchestration, & Incident Response",,,Beginner Friendly,1,,,,
415,Free course,CompTIA Security+: Computing Resources Security Techniques,,,Beginner Friendly,1,,,,
416,Free course,CompTIA Security+: Data Protection Concepts & Strategies,,,Beginner Friendly,1,,,,
417,Free course,CompTIA Security+: Effective Security Governance,,,Beginner Friendly,1,,,,
418,Free course,CompTIA Security+: Enterprise Infrastructure Security Principles,,,Beginner Friendly,1,,,,
419,Free course,CompTIA Security+: Enterprise Security Capabilities,,,Beginner Friendly,1,,,,
420,Free course,CompTIA Security+: Fundamental Security Concepts,,,Beginner Friendly,1,,,,
421,Free course,CompTIA Security+: Identity and Access Management,,,Beginner Friendly,1,,,,
422,Free course,CompTIA Security+: Mitigation Techniques,,,Beginner Friendly,1,,,,
423,Free course,CompTIA Security+: Practical Cryptography,,,Beginner Friendly,1,,,,
424,Free course,CompTIA Security+: Resilience & Recovery,,,Beginner Friendly,1,,,,
425,Free course,CompTIA Security+: Risk Management,,,Beginner Friendly,1,,,,
426,Free course,CompTIA Security+: Security Compliance & Third-Party Risk,,,Beginner Friendly,1,,,,
427,Free course,CompTIA Security+: Security Goals & Controls,,,Beginner Friendly,1,,,,
428,Free course,CompTIA Security+: Security Monitoring & Alerting,,,Beginner Friendly,1,,,,
429,Free course,CompTIA Security+: Survey of Malicious Activities,,,Beginner Friendly,1,,,,
430,Free course,CompTIA Security+: Threat Actors & Vectors,,,Beginner Friendly,1,,,,
431,Free course,CompTIA Security+: Vulnerability Management,,,Beginner Friendly,1,,,,
432,Free course,DevSecOps and Containers,,,Intermediate,1,,,,
433,Free course,DevSecOps in AWS,,,Intermediate,1,,,,
434,Free course,DevSecOps in Azure,,,Intermediate,1,,,,
435,Free course,DevSecOps in Continuous Integration & Delivery (CI/CD),,,Intermediate,1,,,,
436,Free course,DevSecOps in GCP,,,Intermediate,1,,,,
437,Free course,DevSecOps Methodologies,,,Intermediate,1,,,,
438,Free course,DevSecOps On-premises,,,Intermediate,2,,,,
439,Free course,DevSecOps Principles: From DevOps to DevSecOps,,,Intermediate,1,,,,
440,Free course,Enterprise Security: AI in Authentication & Detection of Security Threats,,,Intermediate,3,,,,
441,Free course,"Enterprise Security: Artificial Intelligence, Generative AI, & Cybersecurity",,,Intermediate,2,,,,
442,Free course,Enterprise Security: Leveraging AI in Identity Security,,,Intermediate,1,,,,
443,Free course,Enterprise Security: Leveraging AI to Enhance Email Security,,,Intermediate,1,,,,
444,Free course,Enterprise Security: Leveraging AI to Protect & Validate User Data,,,Intermediate,2,,,,
445,Free course,Enterprise Security: Leveraging Generative AI with Common Security Tools,,,Intermediate,2,,,,
446,Free course,Enterprise Security: Using AI for Intrusion Detection & Prevention,,,Intermediate,2,,,,
447,Free course,Important DevSecOps Tools,,,Intermediate,1,,,,
448,Free course,Security Principles for DevSecOps,,,Beginner Friendly,2,,,,
449,Free course,The DevSecOps Life Cycle,,,Intermediate,2,,,,
450,Career path,Business Intelligence Data Analyst,Includes 18 Courses,With Certificate,Beginner Friendly,50,"26,567 learners enrolled","$87,000",,
451,Career path,Data Scientist: Analytics Specialist,Includes 22 Courses,With Professional Certification,Beginner Friendly,70,"58,805 learners enrolled","$125,000",,
452,Career path,Data Scientist: Inference Specialist,Includes 24 Courses,With Certificate,Beginner Friendly,80,"7,073 learners enrolled","$125,000",,
453,Skill path,Learn Python for Data Science,Includes 5 Courses,With Certificate,Beginner Friendly,16,"4,733 learners enrolled",,,
454,Skill path,Analyze Data with Python,Includes 8 Courses,With Certificate,Intermediate,13,"4,364 learners enrolled",,,
455,Skill path,Master Statistics with Python,Includes 9 Courses,With Certificate,Intermediate,26,"11,142 learners enrolled",,,
456,Skill path,Data Science Foundations,Includes 15 Courses,With Certificate,Beginner Friendly,54,"27,706 learners enrolled",,,
457,Skill path,Analyze Data with R,Includes 7 Courses,With Certificate,Beginner Friendly,21,"16,151 learners enrolled",,,
458,Skill path,Visualize Data with Python,Includes 6 Courses,With Certificate,Beginner Friendly,7,"2,851 learners enrolled",,,
459,Course,Learn Python 3,,With Certificate,Beginner Friendly,23,"2,517,022 learners enrolled",,4.6,"9,378 ratings"
460,Free course,Learn SQL,,,Beginner Friendly,5,"922,044 learners enrolled",,4.6,"17,535 ratings"
461,Free course,Learn R,,,Beginner Friendly,14,"258,964 learners enrolled",,4.5,"1,545 ratings"
462,Free course,Getting Started with Python for Data Science,,,Beginner Friendly,7,"60,281 learners enrolled",,4.6,858 ratings
463,Free course,Introduction to Big Data with PySpark,,,Beginner Friendly,4,"5,612 learners enrolled",,4.4,202 ratings
464,Free course,Learn How to Use AI for SQL,,,Beginner Friendly,1,,,,
465,Free course,Python for Data Science: Working with Data,,,Beginner Friendly,9,"8,180 learners enrolled",,4.6,106 ratings
466,Free course,Learn Microsoft Excel for Data Analysis,,,Beginner Friendly,2,"13,414 learners enrolled",,4.3,422 ratings
467,Course,BI Dashboards with Power BI,,With Certificate,Beginner Friendly,1,"13,453 learners enrolled",,4.1,802 ratings
468,Free course,Learn Tableau for Data Visualization,,,Beginner Friendly,1,"8,977 learners enrolled",,4.4,309 ratings
469,Course,Analyze Data with Microsoft Excel,,With Certificate,Beginner Friendly,1,"7,700 learners enrolled",,4.1,420 ratings
470,Free course,Probability,,,Beginner Friendly,4,"28,553 learners enrolled",,4.3,96 ratings
471,Free course,Analyze Taylor Swift Lyrics with Python Case Study,,,Beginner Friendly,1,"5,458 learners enrolled",,4.1,75 ratings
472,Course,Exploratory Data Analysis in Python,,With Certificate,Beginner Friendly,5,"5,914 learners enrolled",,,
473,Free course,Principles of Data Literacy,,,Beginner Friendly,3,"4,810 learners enrolled",,4.4,220 ratings
474,Free course,Excel Basics,,,Beginner Friendly,1,"6,515 learners enrolled",,4.4,417 ratings
475,Free course,Analyze NFL Stats with Python Case Study,,,Beginner Friendly,1,"5,469 learners enrolled",,4.3,91 ratings
476,Course,BI Dashboards with Tableau,,With Certificate,Beginner Friendly,1,"6,267 learners enrolled",,4.3,198 ratings
477,Free course,"Statistics: Mean, Median, Mode",,,Beginner Friendly,1,,,,
478,Free course,Simple Linear Regression,,,Beginner Friendly,2,,,,
479,Free course,Multiple Linear Regression,,,Beginner Friendly,3,,,,
480,Free course,Visualize Data with Excel,,,Beginner Friendly,1,"2,045 learners enrolled",,4.5,113 ratings
481,Free course,Data Manipulation in Excel,,,Beginner Friendly,1,"2,331 learners enrolled",,4.4,120 ratings
482,Free course,Analyze Traffic Safety Data with Python Case Study,,,Beginner Friendly,1,"1,828 learners enrolled",,4.4,59 ratings
483,Free course,How to Choose a Linear Regression Model,,,Intermediate,1,,,,
484,Free course,Statistics: Variance and Standard Deviation,,,Beginner Friendly,1,,,,
485,Free course,Introduction to Hypothesis Testing,,,Beginner Friendly,2,,,,
486,Free course,Learn How to Use AI for Data Analysis,,,Intermediate,1,"2,809 learners enrolled",,,
487,Free course,Hypothesis Testing: Significance Thresholds,,,Beginner Friendly,1,,,,
488,Free course,"Statistics: Quartiles, Quantiles, and IQR",,,Beginner Friendly,1,,,,
489,Free course,Statistics: Histograms,,,Beginner Friendly,1,,,,
490,Free course,Statistics: Boxplots,,,Beginner Friendly,1,,,,
491,Free course,Hypothesis Testing: Associations,,,Beginner Friendly,1,,,,
492,Free course,VBA: Getting Started with VBA in Excel,,,Beginner Friendly,2,,,,
493,Free course,VBA: Building User Interfaces with Forms in VBA & Excel,,,Intermediate,1,,,,
494,Free course,"VBA: Leveraging VBA to Work with Charts, Stocks, & MS Access",,,Advanced,2,,,,
495,Skill path,Design Databases With PostgreSQL,Includes 5 Courses,With Certificate,Beginner Friendly,13,"22,060 learners enrolled",,,
496,Skill path,Software Engineering for Data Scientists,Includes 7 Courses,With Certificate,Intermediate,22,"4,616 learners enrolled",,,
497,Course,Learn Python 3,,With Certificate,Beginner Friendly,23,"2,517,022 learners enrolled",,4.6,"9,378 ratings"
498,Free course,Learn SQL,,,Beginner Friendly,5,"922,044 learners enrolled",,4.6,"17,535 ratings"
499,Free course,Introduction to Big Data with PySpark,,,Beginner Friendly,4,"5,612 learners enrolled",,4.4,202 ratings
500,Career path,Data Scientist: Machine Learning Specialist,Includes 27 Courses,With Professional Certification,Beginner Friendly,90,"174,796 learners enrolled","$125,000",,
501,Career path,Data Scientist: Analytics Specialist,Includes 22 Courses,With Professional Certification,Beginner Friendly,70,"58,805 learners enrolled","$125,000",,
502,Career path,Business Intelligence Data Analyst,Includes 18 Courses,With Certificate,Beginner Friendly,50,"26,567 learners enrolled","$87,000",,
503,Career path,Data Scientist: Natural Language Processing Specialist,Includes 31 Courses,With Certificate,Beginner Friendly,100,"12,617 learners enrolled","$125,000",,
504,Career path,Machine Learning/AI Engineer,Includes 7 Courses,With Certificate,Intermediate,50,"24,224 learners enrolled","$127,000",,
505,Career path,Data Scientist: Inference Specialist,Includes 24 Courses,With Certificate,Beginner Friendly,80,"7,073 learners enrolled","$125,000",,
506,Skill path,Analyze Data with SQL,Includes 9 Courses,With Certificate,Beginner Friendly,17,"112,957 learners enrolled",,,
507,Skill path,Analyze Financial Data with Python,Includes 6 Courses,With Certificate,Beginner Friendly,25,"36,395 learners enrolled",,,
508,Skill path,Analyze Data with R,Includes 7 Courses,With Certificate,Beginner Friendly,21,"16,151 learners enrolled",,,
509,Skill path,Design Databases With PostgreSQL,Includes 5 Courses,With Certificate,Beginner Friendly,13,"22,060 learners enrolled",,,
510,Skill path,Build Deep Learning Models with TensorFlow,Includes 7 Courses,With Certificate,Intermediate,10,"15,286 learners enrolled",,,
511,Skill path,Master Statistics with Python,Includes 9 Courses,With Certificate,Intermediate,26,"11,142 learners enrolled",,,
512,Skill path,Apply Natural Language Processing with Python,Includes 8 Courses,With Certificate,Intermediate,10,"7,700 learners enrolled",,,
513,Skill path,Data Analyst Interview Preparation,Includes 7 Courses,With Certificate,Intermediate,3,"7,412 learners enrolled",,,
514,Skill path,Data Scientist Interview Preparation,Includes 8 Courses,With Certificate,Intermediate,3,"5,845 learners enrolled",,,
515,Skill path,Fundamental Math for Data Science,Includes 8 Courses,With Certificate,Beginner Friendly,12,"17,850 learners enrolled",,,
516,Skill path,Feature Engineering,Includes 4 Courses,With Certificate,Intermediate,6,"2,812 learners enrolled",,,
517,Skill path,Build Chatbots with Python,Includes 6 Courses,With Certificate,Beginner Friendly,28,"50,162 learners enrolled",,,
518,Skill path,Software Engineering for Data Scientists,Includes 7 Courses,With Certificate,Intermediate,22,"4,616 learners enrolled",,,
519,Skill path,Intermediate Machine Learning,Includes 5 Courses,With Certificate,Intermediate,8,"1,877 learners enrolled",,,
520,Skill path,Learn Python for Data Science,Includes 5 Courses,With Certificate,Beginner Friendly,16,"4,733 learners enrolled",,,
521,Skill path,Analyze Data with Python,Includes 8 Courses,With Certificate,Intermediate,13,"4,364 learners enrolled",,,
522,Skill path,Data and Programming Foundations for AI,Includes 9 Courses,With Certificate,Beginner Friendly,38,"23,909 learners enrolled",,,
523,Skill path,Data Science Foundations,Includes 15 Courses,With Certificate,Beginner Friendly,54,"27,706 learners enrolled",,,
524,Skill path,Visualize Data with Python,Includes 6 Courses,With Certificate,Beginner Friendly,7,"2,851 learners enrolled",,,
525,Skill path,Build a Machine Learning Model,Includes 10 Courses,With Certificate,Beginner Friendly,23,"2,911 learners enrolled",,,
526,Course,Learn Python 3,,With Certificate,Beginner Friendly,23,"2,517,022 learners enrolled",,4.6,"9,378 ratings"
527,Free course,Learn SQL,,,Beginner Friendly,5,"922,044 learners enrolled",,4.6,"17,535 ratings"
528,Free course,Learn Python 2,,,Beginner Friendly,17,"1,008,578 learners enrolled",,4.3,"6,565 ratings"
529,Free course,Learn R,,,Beginner Friendly,14,"258,964 learners enrolled",,4.5,"1,545 ratings"
530,Free course,Getting Started with Python for Data Science,,,Beginner Friendly,7,"60,281 learners enrolled",,4.6,858 ratings
531,Course,Learn Intermediate Python 3,,With Certificate,Intermediate,20,"61,043 learners enrolled",,4.2,"1,038 ratings"
532,Free course,Intro to SQL,,,Beginner Friendly,2,"20,110 learners enrolled",,4.7,"1,047 ratings"
533,Course,Learn Data Analysis with Pandas,,With Certificate,Intermediate,6,"29,334 learners enrolled",,4.6,423 ratings
534,Free course,Machine Learning: Introduction with Regression,,,Beginner Friendly,3,"8,876 learners enrolled",,4.6,178 ratings
535,Free course,Learn SQL: Multiple Tables,,,Beginner Friendly,1,"7,688 learners enrolled",,4.6,273 ratings
536,Free course,Learn SQL: Aggregate Functions,,,Beginner Friendly,1,"6,374 learners enrolled",,4.5,255 ratings
537,Course,How to Transform Tables with SQL,,With Certificate,Intermediate,2,"16,120 learners enrolled",,3.9,355 ratings
538,Free course,Learn MongoDB,,,Beginner Friendly,5,"13,143 learners enrolled",,4.6,361 ratings
539,Free course,Intro to Data Visualization with Python,,,Beginner Friendly,3,"4,081 learners enrolled",,4.4,80 ratings
540,Free course,Intro to PyTorch and Neural Networks,,,Intermediate,3,"3,635 learners enrolled",,4.6,68 ratings
541,Course,Learn Web Scraping with Beautiful Soup,,With Certificate,Intermediate,2,"22,097 learners enrolled",,4.2,252 ratings
542,Free course,Introduction to Big Data with PySpark,,,Beginner Friendly,4,"5,612 learners enrolled",,4.4,202 ratings
543,Free course,Learn the Basics of Regular Expressions,,,Beginner Friendly,1,"7,059 learners enrolled",,4.7,514 ratings
544,Free course,Learn How to Use AI for SQL,,,Beginner Friendly,1,,,,
545,Free course,Intro to Language Models in Python,,,Intermediate,4,"3,546 learners enrolled",,,
